dataset,method,model,acc_train_mean,acc_train_std,acc_test_mean,acc_test_std,gps_train_mean,gps_train_std,gps_test_mean,gps_test_std,Hostility_mean,Hostility_std,N1_mean,N1_std,kDN_mean,kDN_std,n_features,type,filter_corr
ArtificialDataset12,xgb,KNN,0.88125,0.0052951104279744905,0.8366666666666667,0.010137937550497054,0.8759650667182799,0.005859017143859953,0.8279057827375957,0.011546350269680313,0.15866666666666665,0.007005702042701457,0.23350135373885367,0.006409364782286186,0.24931666666666663,0.006034162005706424,25.0,SOTA,1.0
ArtificialDataset12,kDN_importances_norm,KNN,0.8811666666666668,0.005954106892632,0.8403333333333334,0.0088506120315678,0.8759073631044524,0.0061702100079766,0.8324216389789472,0.0106058345263459,,,,,0.2427166666666667,0.0078452037718737,,Distributed,1.0
ArtificialDataset12,all,SVM-rbf,0.90125,0.0013176156917368,0.8703333333333333,0.0135092560861063,0.8972296869793436,0.00137574665658,0.8640694073254224,0.0147431955263073,0.1728333333333333,0.008505512918102,0.2480054835597696,0.0072249498384757,0.2644166666666666,0.0032606662577523,115.0,Subsets,
ArtificialDataset12,informative,SVM-rbf,0.8949166666666667,0.0032596012026013,0.885,0.0136422546197874,0.8907324152326653,0.0034339074857013,0.8801801590846015,0.0142927139154544,0.142,0.0067790014833389,0.2158031445406445,0.0043160714597416,0.2355666666666666,0.0032470071690027,25.0,Subsets,
ArtificialDataset12,informative+redundant,SVM-rbf,0.8940833333333333,0.0034409704703437,0.8823333333333334,0.0113406838908026,0.8897798216158991,0.0037065166795032,0.8773036408471722,0.0119291193796404,0.15175,0.0054835612921207,0.2246025535602741,0.0099092174188753,0.2461833333333333,0.0022840023350834,55.0,Subsets,
ArtificialDataset12,informative+redundant_nonLinear,SVM-rbf,0.8926666666666666,0.0029697549468675,0.8773333333333333,0.0133645467978196,0.8882821524505493,0.0030792418143784,0.8718866745774699,0.0141110614279614,0.1551666666666666,0.004908892158341,0.2352512429699929,0.0068365502438648,0.2538333333333333,0.0028674417556808,55.0,Subsets,
ArtificialDataset12,informative+rand_extra,SVM-rbf,0.8955833333333333,0.0023311001217832,0.883,0.0123265747247337,0.8914203058610491,0.0025077902620978,0.8780055466356039,0.013015401951316,0.1438333333333333,0.0082884206376526,0.2186196673696673,0.0038943398298272,0.2397833333333333,0.0031653506037158,28.0,Subsets,
ArtificialDataset12,informative+noise,SVM-rbf,0.9131666666666666,0.00133723387799,0.8620000000000001,0.0087717982446271,0.909506648416204,0.0014250506762989,0.8545269374843535,0.0096081002687999,0.2170833333333333,0.0106759399794324,0.2944613751237943,0.0051548756772602,0.3108333333333333,0.001575639200099,55.0,Subsets,
ArtificialDataset12,f_classif,SVM-rbf,0.8716666666666667,0.004114253678777394,0.841,0.02162174831043965,0.8653289791115938,0.004371724537562525,0.8317216375513778,0.024632512813201557,0.19683333333333333,0.00884178055220404,0.2740285804473304,0.0038310003150955584,0.2917666666666666,0.0035194893884703594,25.0,SOTA,1.0
ArtificialDataset12,mutual_info,SVM-rbf,0.8675833333333334,0.009498720674093143,0.8373333333333333,0.01170232645436127,0.8607624463569614,0.010330831273905135,0.8279189394253252,0.01195003432409169,0.19374999999999998,0.007976745716281937,0.2740770111832611,0.016065277988078514,0.2961166666666667,0.013619660013704054,25.0,SOTA,1.0
ArtificialDataset12,relief,SVM-rbf,0.8865000000000001,0.003341136699454905,0.8640000000000001,0.014605934866804412,0.8816335929534592,0.0035981813734398444,0.85772235497796,0.015422454143853204,0.15474999999999994,0.0027888667551135963,0.23159438131313131,0.002800264740781626,0.24656666666666666,0.004064326512474097,25.0,SOTA,1.0
ArtificialDataset12,rf,SVM-rbf,0.8810833333333333,0.0030561868034820598,0.8656666666666666,0.015347819244295142,0.8756640282402127,0.003235232273974643,0.859196679978688,0.016195679655726433,0.15649999999999997,0.005822907349426074,0.23586652930402927,0.0026990583348949467,0.2541,0.0034112762355979704,25.0,SOTA,1.0
ArtificialDataset12,xgb,SVM-rbf,0.8877499999999999,0.004882295111477349,0.8673333333333334,0.012281422284627025,0.8830000463559233,0.00518021383647797,0.8612342187881523,0.013220460862101872,0.15866666666666665,0.007005702042701457,0.23350135373885367,0.006409364782286186,0.24931666666666663,0.006034162005706424,25.0,SOTA,1.0
ArtificialDataset12,kDN_importances_norm,SVM-rbf,0.8877499999999999,0.0024930458836086,0.8723333333333333,0.0115830335692627,0.8828514981392048,0.0027593536846019,0.8664407209738363,0.0119141379966105,,,,,0.2427166666666667,0.0078452037718737,,Distributed,1.0
ArtificialDataset14,all,KNN,0.8470000000000001,0.0074675222724066,0.7766666666666666,0.0110554159678513,0.8114501538920441,0.0106219003616775,0.7111395966509264,0.0162318269211983,0.20825,0.0128742583389404,0.2839251565426324,0.0047630785387075,0.3090833333333333,0.0050706809755254,140.0,Subsets,
ArtificialDataset14,informative,KNN,0.87675,0.0048537642894745,0.8323333333333334,0.0070316743699096,0.8541827508349078,0.0066007546808819,0.7957205537277346,0.0072083608161912,0.1700833333333333,0.0060481287280539,0.2498953267281537,0.0055955108392355,0.2800333333333333,0.0036980663115261,30.0,Subsets,
ArtificialDataset14,informative+redundant,KNN,0.8768333333333332,0.003639577966987,0.8173333333333334,0.012505554321536,0.8541104213565435,0.0044849754171598,0.7763334398637322,0.0196501974613672,0.1855,0.0125878854900698,0.2606578624534507,0.0059786847257868,0.2924166666666666,0.0037155828016013,60.0,Subsets,
ArtificialDataset14,informative+redundant_nonLinear,KNN,0.8740833333333333,0.0025752561900604,0.8153333333333332,0.0075828754440515,0.8508843831311216,0.0039251681648467,0.7754694362244295,0.0114794023550892,0.1951666666666666,0.009676180662959,0.2744113672150147,0.0062698607027524,0.2986166666666666,0.0029098730403767,70.0,Subsets,
ArtificialDataset14,informative+rand_extra,KNN,0.8739166666666666,0.0038707413874978,0.828,0.0087717982446272,0.8496415111168117,0.0051777754001575,0.7881380263006571,0.0133293191718467,0.1769166666666666,0.0079473091183256,0.2490717489786472,0.0041785963125337,0.28455,0.0017246175099295,33.0,Subsets,
ArtificialDataset14,informative+noise,KNN,0.8101666666666667,0.007087008850315,0.7203333333333333,0.0124387387713635,0.7563818062233878,0.0130725713598553,0.6063692744269881,0.0260625498000304,0.2719166666666667,0.0063642338283741,0.3418285867339191,0.0041285017199159,0.3645,0.0034465159541516,70.0,Subsets,
ArtificialDataset14,f_classif,KNN,0.8481666666666667,0.002544738580767111,0.7606666666666666,0.012393994961718792,0.8187926288955156,0.003264548110935977,0.7044773862217729,0.022256663739611528,0.23674999999999996,0.005029427292335469,0.3041722835035334,0.008838266714782102,0.33266666666666667,0.00582171461951813,30.0,SOTA,1.0
ArtificialDataset14,mutual_info,KNN,0.7923333333333333,0.011694906298612803,0.686,0.012053123154509708,0.7404257019294122,0.017143165555569658,0.5842813850010999,0.033122425689017715,0.27575,0.023905557814961044,0.3645616850720372,0.012374873612843057,0.3774666666666667,0.007594680155652838,30.0,SOTA,1.0
ArtificialDataset14,relief,KNN,0.8503333333333334,0.003968189483603026,0.7843333333333333,0.015881505666095502,0.8179125429530372,0.006231286131626666,0.7228498057413708,0.027603283968826012,0.21041666666666664,0.008599903100229324,0.2870639582639582,0.009614442798947437,0.3097666666666667,0.0035125766104733593,30.0,SOTA,1.0
ArtificialDataset14,rf,KNN,0.8595833333333334,0.0018162078931419248,0.7833333333333333,0.016457014715109578,0.8321773345504775,0.0029324184873124374,0.7307672182545368,0.02523951901728158,0.21366666666666662,0.004181224568100708,0.2844642549580049,0.004214509535192382,0.31466666666666665,0.003917996228232543,30.0,SOTA,1.0
ArtificialDataset14,xgb,KNN,0.8559166666666667,0.011146904154168658,0.7786666666666667,0.006810938913900796,0.8288474339608527,0.014661657754839444,0.7276179795208153,0.0064921922045538035,0.21599999999999997,0.009045602062144173,0.28679127672436494,0.012927898377661607,0.32305,0.010198822099743758,30.0,SOTA,1.0
ArtificialDataset14,kDN_importances_norm,KNN,0.8673333333333334,0.0048733971724044,0.8140000000000001,0.0152114722788061,0.8406555508937121,0.0072400145689422,0.7703898970478738,0.0201285415749684,,,,,0.2978333333333333,0.0056118673857777,,Distributed,1.0
ArtificialDataset14,all,SVM-rbf,0.9176666666666666,0.0016029486718059,0.8293333333333333,0.0076919871728095,0.9029042886636718,0.0020100716984849,0.7850672997476783,0.011000041103781,0.20825,0.0128742583389404,0.2839251565426324,0.0047630785387075,0.3090833333333333,0.0050706809755254,140.0,Subsets,
ArtificialDataset14,informative,SVM-rbf,0.90475,0.0025954019170662,0.8709999999999999,0.010041580220928,0.8877162602881186,0.0032813832812509,0.8455820756366975,0.0138106373539544,0.1700833333333333,0.0060481287280539,0.2498953267281537,0.0055955108392355,0.2800333333333333,0.0036980663115261,30.0,Subsets,
ArtificialDataset14,informative+redundant,SVM-rbf,0.9016666666666666,0.0018399501804849,0.8646666666666667,0.0066038709187196,0.8840407209748731,0.0024007323041319,0.8371535171442763,0.0085443835428653,0.1855,0.0125878854900698,0.2606578624534507,0.0059786847257868,0.2924166666666666,0.0037155828016013,60.0,Subsets,
ArtificialDataset14,informative+redundant_nonLinear,SVM-rbf,0.9014166666666666,0.0018773133876781,0.8546666666666667,0.0080277297191948,0.883255426147888,0.0024756103883206,0.8239499986908813,0.0112575840343961,0.1951666666666666,0.009676180662959,0.2744113672150147,0.0062698607027524,0.2986166666666666,0.0029098730403767,70.0,Subsets,
ArtificialDataset14,informative+rand_extra,SVM-rbf,0.90325,0.0025583469055014,0.8699999999999999,0.0071686043892022,0.8857307705446569,0.0032038786997249,0.843861379840618,0.0094214963374062,0.1769166666666666,0.0079473091183256,0.2490717489786472,0.0041785963125337,0.28455,0.0017246175099295,33.0,Subsets,
ArtificialDataset14,informative+noise,SVM-rbf,0.9229166666666666,0.0021040635288254,0.79,0.0151382517704874,0.9088178002728196,0.0025301569521976,0.7141182328736003,0.0330796190572149,0.2719166666666667,0.0063642338283741,0.3418285867339191,0.0041285017199159,0.3645,0.0034465159541516,70.0,Subsets,
ArtificialDataset14,f_classif,SVM-rbf,0.8835000000000001,0.0033670173084728522,0.8210000000000001,0.016055459438389735,0.8610091191809381,0.004360938947280392,0.7772930511480143,0.025464334098757573,0.23674999999999996,0.005029427292335469,0.3041722835035334,0.008838266714782102,0.33266666666666667,0.00582171461951813,30.0,SOTA,1.0
ArtificialDataset14,mutual_info,SVM-rbf,0.8371666666666666,0.014691267247359353,0.755,0.020849993338661305,0.7887952894074302,0.023346360499052886,0.6513911208028776,0.04900732360999599,0.27575,0.023905557814961044,0.3645616850720372,0.012374873612843057,0.3774666666666667,0.007594680155652838,30.0,SOTA,1.0
ArtificialDataset14,relief,SVM-rbf,0.8881666666666665,0.0029107081994288286,0.8323333333333334,0.006519202405202655,0.866102472815076,0.003789907154970269,0.791458500551202,0.008983399388201165,0.21041666666666664,0.008599903100229324,0.2870639582639582,0.009614442798947437,0.3097666666666667,0.0035125766104733593,30.0,SOTA,1.0
ArtificialDataset14,rf,SVM-rbf,0.8813333333333333,0.0023459480433765715,0.8380000000000001,0.00776387646590141,0.8576373970003234,0.0036800747327605395,0.7999129259804398,0.011147874333658249,0.21366666666666662,0.004181224568100708,0.2844642549580049,0.004214509535192382,0.31466666666666665,0.003917996228232543,30.0,SOTA,1.0
ArtificialDataset14,xgb,SVM-rbf,0.8808333333333334,0.006859199013814356,0.8323333333333334,0.009398581453247793,0.8571144358598384,0.008767270403590184,0.7930932480545785,0.0141808317213465,0.21599999999999997,0.009045602062144173,0.28679127672436494,0.012927898377661607,0.32305,0.010198822099743758,30.0,SOTA,1.0
ArtificialDataset14,kDN_importances_norm,SVM-rbf,0.8975833333333334,0.0014848774734338,0.8496666666666666,0.0148791427471104,0.8786443268694851,0.0019010751298162,0.8172955000706181,0.019780440169983,,,,,0.2978333333333333,0.0056118673857777,,Distributed,1.0
ArtificialDataset18,all,KNN,0.748,0.0094207218407083,0.648,0.0248997991959774,0.6744150708033654,0.0170048204084492,0.4996874393761041,0.0622728371149737,0.3155,0.040597105808173,0.4206118140437994,0.0193708312084924,0.43,0.0083815273071201,190.0,Subsets,
ArtificialDataset18,informative,KNN,0.752,0.0204939015319191,0.642,0.0303315017762062,0.6850945273158259,0.0315104766225389,0.5195287414964708,0.0713029986144801,0.3025,0.0202330175702982,0.4030090651586975,0.0233705296045427,0.4187,0.0078390050389064,70.0,Subsets,
ArtificialDataset18,informative+redundant,KNN,0.7435,0.0103983171715427,0.646,0.0114017542509913,0.6579374660507965,0.0264359862580289,0.4902389778884995,0.0714453934739702,0.317,0.0122983738762488,0.4151814796314796,0.0150506728484206,0.4198,0.0073959448348402,110.0,Subsets,
ArtificialDataset18,informative+redundant_nonLinear,KNN,0.7445,0.0113743131660773,0.642,0.0408656334834051,0.6696431148488972,0.0296349354331469,0.5077159434225637,0.047352790119039,0.3219999999999999,0.0289071790391245,0.4098955205741971,0.0193124386102177,0.4226000000000001,0.0094762861923857,110.0,Subsets,
ArtificialDataset18,informative+rand_extra,KNN,0.7595,0.0193971647412708,0.6439999999999999,0.0384707681233426,0.6932767988108477,0.0325761100003578,0.516705109742267,0.0718003634754723,0.3235,0.0341686991265397,0.3930704093421199,0.0157115266693194,0.4094,0.0092965047195168,73.0,Subsets,
ArtificialDataset18,informative+noise,KNN,0.7615000000000001,0.0158705702481038,0.628,0.0268328157299975,0.6943950031691906,0.0284651785794601,0.5064423557527378,0.0395938370113064,0.2995,0.0338839932711597,0.3972969294594294,0.017677941311237,0.421,0.0058630196997792,110.0,Subsets,
ArtificialDataset18,f_classif,KNN,0.7845,0.01915398130937794,0.636,0.0054772255750516665,0.724462944070847,0.03282948356886232,0.47103733580481305,0.05774794452844202,0.29100000000000004,0.020961273816254577,0.400799968087468,0.01120866044413335,0.4196000000000001,0.013925695673825384,70.0,SOTA,1.0
ArtificialDataset18,mutual_info,KNN,0.7435,0.02414798128208648,0.6060000000000001,0.028809720581775847,0.6578604728643473,0.03475613938186185,0.4004738455082684,0.146896437240279,0.3405,0.02387467277262664,0.4246252338184691,0.023284102515141833,0.43310000000000004,0.012074767078498808,70.0,SOTA,1.0
ArtificialDataset18,relief,KNN,0.7335,0.024596747752497667,0.63,0.009999999999999995,0.5658999256904255,0.07097022652841248,0.26031248882368907,0.07088984712230946,0.297,0.022318714120665644,0.4127179431679432,0.01593124306530057,0.4035,0.009034655499796292,70.0,SOTA,1.0
ArtificialDataset18,rf,KNN,0.7555,0.018658108157045227,0.642,0.023874672772626657,0.6639998689257082,0.036391114338519666,0.4117984701486791,0.05913170537003894,0.2975,0.01346291201783627,0.3878866317914112,0.01931040513956411,0.4048999999999999,0.007987490219086317,70.0,SOTA,1.0
ArtificialDataset18,xgb,KNN,0.7585,0.015870570248103875,0.666,0.023021728866442655,0.6826929330579986,0.021475583379771766,0.524427954774711,0.07696073917239189,0.331,0.019251623308178412,0.4223310425943165,0.02103043379499391,0.42329999999999995,0.00789461842016448,70.0,SOTA,1.0
ArtificialDataset18,kDN_importances_norm,KNN,0.7605000000000001,0.0169926454679664,0.6439999999999999,0.0492950301754649,0.6839630539292254,0.035218844456084,0.4706823452275886,0.0416552941583813,,,,,0.4174,0.0102004901842999,,Distributed,1.0
ArtificialDataset18,all,SVM-rbf,0.8945000000000001,0.0189901290148329,0.664,0.015165750888103,0.8700511354770463,0.0272038071025287,0.1807359069719254,0.0918361374207362,0.3155,0.040597105808173,0.4206118140437994,0.0193708312084924,0.43,0.0083815273071201,190.0,Subsets,
ArtificialDataset18,informative,SVM-rbf,0.893,0.0044721359549996,0.6799999999999999,0.0158113883008418,0.8685944008720565,0.0063002506074511,0.3675039010477059,0.0800788395799793,0.3025,0.0202330175702982,0.4030090651586975,0.0233705296045427,0.4187,0.0078390050389064,70.0,Subsets,
ArtificialDataset18,informative+redundant,SVM-rbf,0.8855000000000001,0.0095851447563404,0.678,0.0130384048104052,0.8577467664074311,0.0140535625301381,0.3607195477918948,0.0590127705617325,0.317,0.0122983738762488,0.4151814796314796,0.0150506728484206,0.4198,0.0073959448348402,110.0,Subsets,
ArtificialDataset18,informative+redundant_nonLinear,SVM-rbf,0.8654999999999999,0.0094207218407084,0.662,0.0109544511501033,0.8277522747330576,0.0148993815079544,0.2424358098434777,0.1034629960745473,0.3219999999999999,0.0289071790391245,0.4098955205741971,0.0193124386102177,0.4226000000000001,0.0094762861923857,110.0,Subsets,
ArtificialDataset18,informative+rand_extra,SVM-rbf,0.8935000000000001,0.0054772255750516,0.6799999999999999,0.0122474487139158,0.8692806094009683,0.0076396502000765,0.3596149446941643,0.0706853994267098,0.3235,0.0341686991265397,0.3930704093421199,0.0157115266693194,0.4094,0.0092965047195168,73.0,Subsets,
ArtificialDataset18,informative+noise,SVM-rbf,0.918,0.0119111292495715,0.662,0.0192353840616713,0.902286690259279,0.015857194853306,0.2613300053087403,0.0701490986538221,0.2995,0.0338839932711597,0.3972969294594294,0.017677941311237,0.421,0.0058630196997792,110.0,Subsets,
ArtificialDataset18,f_classif,SVM-rbf,0.8995000000000001,0.008366600265340727,0.666,0.030495901363953772,0.8782220494959591,0.01162968722248918,0.40040415347165953,0.0641321955151463,0.29100000000000004,0.020961273816254577,0.400799968087468,0.01120866044413335,0.4196000000000001,0.013925695673825384,70.0,SOTA,1.0
ArtificialDataset18,mutual_info,SVM-rbf,0.868,0.014404860290887868,0.66,0.021213203435596455,0.8313412672363709,0.022398932455607156,0.2727495486531539,0.05944789852736655,0.3405,0.02387467277262664,0.4246252338184691,0.023284102515141833,0.43310000000000004,0.012074767078498808,70.0,SOTA,1.0
ArtificialDataset18,relief,SVM-rbf,0.9085000000000001,0.013532368602724408,0.654,0.019493588689617952,0.8896392378867255,0.018147587154166648,0.2906461316150585,0.04445211336150016,0.297,0.022318714120665644,0.4127179431679432,0.01593124306530057,0.4035,0.009034655499796292,70.0,SOTA,1.0
ArtificialDataset18,rf,SVM-rbf,0.9045,0.01823458252881046,0.6599999999999999,0.02828427124746187,0.8842715274089221,0.024983780826000966,0.36052030615355013,0.017162527000890933,0.2975,0.01346291201783627,0.3878866317914112,0.01931040513956411,0.4048999999999999,0.007987490219086317,70.0,SOTA,1.0
ArtificialDataset18,xgb,SVM-rbf,0.8880000000000001,0.017800983118917865,0.664,0.013416407864998748,0.8610354203244917,0.025870743325765146,0.2835344501894879,0.1106584646833879,0.331,0.019251623308178412,0.4223310425943165,0.02103043379499391,0.42329999999999995,0.00789461842016448,70.0,SOTA,1.0
ArtificialDataset18,kDN_importances_norm,SVM-rbf,0.867,0.0182345825288105,0.656,0.0181659021245849,0.8294805536100831,0.0285561442857452,0.2007563188265146,0.1209143809484833,,,,,0.4174,0.0102004901842999,,Distributed,1.0
ArtificialDataset18a,all,KNN,0.7785,0.0144265380462535,0.688,0.0248997991959774,0.669286845448355,0.0302810733062675,0.4440962823591222,0.1047732359006805,0.3065,0.0192516233081784,0.3760407345986487,0.0100087009735234,0.3912,0.0152093721106428,140.0,Subsets,
ArtificialDataset18a,informative,KNN,0.773,0.0231435736220662,0.6719999999999999,0.0544977063737548,0.6556218909707181,0.0544717735272322,0.4473731289878324,0.1221490226490837,0.2799999999999999,0.0259807621135331,0.3575220442982942,0.0182954560844023,0.3833,0.0114487990636572,50.0,Subsets,
ArtificialDataset18a,informative+redundant,KNN,0.7675,0.0128695376762337,0.654,0.0230217288664426,0.6510716235967715,0.0303798506028634,0.4332773756139195,0.069794433027975,0.295,0.0259807621135331,0.3728318285472697,0.0187895604707285,0.3945,0.0181899697635812,80.0,Subsets,
ArtificialDataset18a,informative+redundant_nonLinear,KNN,0.7685,0.0106946248181037,0.656,0.0320936130717624,0.6489649281862431,0.0340904399698187,0.4387282465197329,0.0951409254990392,0.3,0.0289395922569755,0.3694518015781948,0.0125399178206914,0.3877,0.0107563934476198,80.0,Subsets,
ArtificialDataset18a,informative+rand_extra,KNN,0.7609999999999999,0.015062370331392,0.678,0.0376828873628335,0.6406575783068525,0.0311234474809654,0.4567725627444262,0.1339250944565853,0.3,0.0209165006633518,0.3702605315055315,0.0161568138366754,0.3834,0.0103706316104661,53.0,Subsets,
ArtificialDataset18a,informative+noise,KNN,0.775,0.0180277563773199,0.672,0.0460434577328853,0.6641636128676315,0.0276762280030063,0.435824058611238,0.1110156758141049,0.29,0.0121191996435408,0.3745785731796172,0.012830645001775,0.3896,0.0100149887668434,80.0,Subsets,
ArtificialDataset18a,f_classif,KNN,0.774,0.011537980759214313,0.626,0.03209361307176245,0.6616955722764617,0.024043204446638235,0.3322326321528876,0.08602728536794313,0.28650000000000003,0.026374703789805866,0.38946142063346,0.02656898004247097,0.3931,0.023445148751927332,50.0,SOTA,1.0
ArtificialDataset18a,mutual_info,KNN,0.765,0.023584952830141483,0.636,0.03209361307176246,0.6604459245815065,0.044217323690418885,0.37861071243114264,0.11422289432194126,0.302,0.024520399670478456,0.39372247348239997,0.01568461062310792,0.40520000000000006,0.015797942904061904,50.0,SOTA,1.0
ArtificialDataset18a,relief,KNN,0.755,0.011989578808281779,0.654,0.038470768123342686,0.5656061984956622,0.0318780239009777,0.232791782531052,0.0920478446481907,0.2955,0.009585144756340425,0.3828013185752156,0.02251603011512308,0.377,0.012762249018100243,50.0,SOTA,1.0
ArtificialDataset18a,rf,KNN,0.7635,0.010093314619093189,0.662,0.004472135954999583,0.6121316175778081,0.03219130926085516,0.28371422165860627,0.05482315912648467,0.29450000000000004,0.03611613212956226,0.37583285267364214,0.03943393708031073,0.37739999999999996,0.013001922934704719,50.0,SOTA,1.0
ArtificialDataset18a,xgb,KNN,0.781,0.023624669309854893,0.642,0.035637059362410954,0.6731865882051584,0.06126288420339311,0.42442299343427614,0.08517085495358216,0.3115,0.028206825415136652,0.3759357859611149,0.020568681021952126,0.40069999999999995,0.02380546155822231,50.0,SOTA,1.0
ArtificialDataset18a,kDN_importances_norm,KNN,0.767,0.022388613177238,0.6359999999999999,0.0415932686861708,0.6255695688190958,0.0743368073088352,0.3862390914240579,0.0445749514300704,,,,,0.393,0.0098170769580359,,Distributed,1.0
ArtificialDataset18a,all,SVM-rbf,0.8705,0.0153500814330087,0.6859999999999999,0.0114017542509913,0.8205409643685554,0.0265326772025791,0.1612745125068064,0.0756361454245642,0.3065,0.0192516233081784,0.3760407345986487,0.0100087009735234,0.3912,0.0152093721106428,140.0,Subsets,
ArtificialDataset18a,informative,SVM-rbf,0.8564999999999999,0.0142082722383828,0.7,0.0223606797749978,0.795333052955042,0.0275368425801323,0.2834077358011818,0.0920960892661873,0.2799999999999999,0.0259807621135331,0.3575220442982942,0.0182954560844023,0.3833,0.0114487990636572,50.0,Subsets,
ArtificialDataset18a,informative+redundant,SVM-rbf,0.8535,0.0144265380462535,0.6980000000000001,0.0228035085019827,0.7896859771283126,0.0276216524332511,0.2682443817840547,0.0990332989266958,0.295,0.0259807621135331,0.3728318285472697,0.0187895604707285,0.3945,0.0181899697635812,80.0,Subsets,
ArtificialDataset18a,informative+redundant_nonLinear,SVM-rbf,0.8320000000000001,0.017266296649832,0.6900000000000001,0.0141421356237308,0.7457655410490193,0.0369761085187717,0.1808307653585437,0.0734318400763147,0.3,0.0289395922569755,0.3694518015781948,0.0125399178206914,0.3877,0.0107563934476198,80.0,Subsets,
ArtificialDataset18a,informative+rand_extra,SVM-rbf,0.8619999999999999,0.0186581081570452,0.6900000000000001,0.0158113883008418,0.8052828796346745,0.0341977238660313,0.2293464279159235,0.0467512467977872,0.3,0.0209165006633518,0.3702605315055315,0.0161568138366754,0.3834,0.0103706316104661,53.0,Subsets,
ArtificialDataset18a,informative+noise,SVM-rbf,0.8885,0.0152684314846024,0.682,0.0109544511501032,0.850670537058396,0.0241862564241443,0.1205677546180447,0.0992409369915386,0.29,0.0121191996435408,0.3745785731796172,0.012830645001775,0.3896,0.0100149887668434,80.0,Subsets,
ArtificialDataset18a,f_classif,SVM-rbf,0.8744999999999999,0.011096170510586074,0.6859999999999999,0.02302172886644268,0.8286401372693699,0.01827956789920108,0.2380421625928164,0.061743379619647494,0.28650000000000003,0.026374703789805866,0.38946142063346,0.02656898004247097,0.3931,0.023445148751927332,50.0,SOTA,1.0
ArtificialDataset18a,mutual_info,SVM-rbf,0.8230000000000001,0.02057000243072417,0.6859999999999999,0.008944271909999113,0.7251294289376112,0.045115855105218226,0.13924425862169226,0.10207348697389501,0.302,0.024520399670478456,0.39372247348239997,0.01568461062310792,0.40520000000000006,0.015797942904061904,50.0,SOTA,1.0
