,Hostility_importances,Hostility_importances_norm,count_vars,kDN_importances,kDN_importances_norm,count_vars,N1_importances,N1_importances_norm,count_vars
f85,0.202,0.0007890625,256.0,0.002133333333333376,7.591933570581409e-06,281.0,-0.021116666666666617,-4.265993265993256e-05,495.0
f86,-0.041333333333333416,-0.00025357873210634,163.0,0.0,0.0,52.0,0.0007896825396824236,1.974206349206059e-05,40.0
f87,,,,,,,,,
f88,0.3443333333333331,0.00212551440329218,162.0,0.039866666666666495,0.000250733752620544,159.0,0.07194179894179958,0.0004995958259847193,144.0
f89,,,,,,,,,
f9,0.15766666666666673,0.00042960944595821996,367.0,0.13026666666666653,0.0003455349248452693,377.0,0.05727777777777787,0.00017899305555555585,320.0
f90,0.0006666666666666488,1.3717421124828164e-06,486.0,0.05366666666666664,0.00012509712509712503,429.0,0.032322222222221975,9.61970899470892e-05,336.0
f91,,,,,,,,,
f92,,,,,,,,,
f93,0.029333333333333322,9.87654320987654e-05,297.0,0.07813333333333328,0.0002146520146520145,364.0,0.08131111111111083,0.00034748338081671296,234.0
f94,,,,,,,,,
f95,0.08533333333333337,0.0002834994462901441,301.0,-0.07133333333333353,-0.0001658914728682175,430.0,0.013333333333333197,2.9112081513827943e-05,458.0
f96,,,,,,,,,
f97,,,,,,,,,
f98,-0.07266666666666671,-0.000150448585231194,483.0,0.007000000000000672,2.473498233215785e-05,283.0,0.0701944444444445,0.00016324289405684767,430.0
f99,0.15266666666666673,0.00033850702143385083,451.0,0.005999999999999839,1.4492753623188017e-05,414.0,0.022638888888889486,6.468253968254139e-05,350.0
