,Hostility_importances,Hostility_importances_norm,count_vars,kDN_importances,kDN_importances_norm,count_vars,N1_importances,N1_importances_norm,count_vars
f22,-0.17999999999999997,-0.0009729729729729728,185.0,-0.4815999999999999,-0.0023492682926829263,205.0,-0.38515714285714275,-0.00267470238095238,144.0
f23,-0.1775000000000001,-0.001199324324324325,148.0,-0.26239999999999963,-0.004859259259259252,54.0,-0.21568392857142854,-0.00242341492776886,89.0
f24,-0.22800000000000004,-0.006162162162162163,37.0,-0.30059999999999976,-0.0017476744186046497,172.0,-0.2958535714285716,-0.0016078998447204979,184.0
f25,-0.1094999999999999,-0.001094999999999999,100.0,-0.26480000000000015,-0.00183888888888889,144.0,-0.19882619047619085,-0.0013618232224396633,146.0
f26,0.5124999999999998,0.0017672413793103443,290.0,0.4844000000000006,0.0013800569800569817,351.0,0.8256416666666664,0.0026378328008519695,313.0
f27,0.486,0.005855421686746988,83.0,0.6475999999999997,0.0068893617021276565,94.0,0.6337785714285712,0.007202029220779218,88.0
f28,0.2945000000000001,0.0018291925465838514,161.0,0.4800999999999999,0.0016670138888888887,288.0,0.44399166666666706,0.0018974002849002866,234.0
f29,,,,,,,,,
f3,0.52,0.0020717131474103584,251.0,0.8002999999999998,0.0026412541254125406,303.0,0.384875,0.0022376453488372095,172.0
f30,0.3620000000000001,0.0027424242424242433,132.0,0.6647000000000001,0.003820114942528736,174.0,0.5951976190476189,0.003116217900772874,191.0
f31,0.34199999999999997,0.001159322033898305,295.0,0.40580000000000027,0.001183090379008747,343.0,0.5792333333333335,0.0020540189125295514,282.0
f32,0.5069999999999998,0.0015457317073170726,328.0,0.4977000000000003,0.0018032608695652185,276.0,0.6603095238095239,0.0022927414021164023,288.0
f33,0.43350000000000005,0.002234536082474227,194.0,0.5253000000000003,0.0029183333333333353,180.0,0.39033333333333314,0.002217803030303029,176.0
f34,,,,,,,,,
f35,0.6734999999999999,0.003161971830985915,213.0,1.3219,0.0052876,250.0,0.858952380952381,0.004273394930111348,201.0
f36,,,,,,,,,
f37,0.15649999999999997,0.00041076115485564295,381.0,0.5029000000000003,0.0014368571428571438,350.0,0.2180833333333333,0.0005411497105045491,403.0
f38,0.23850000000000002,0.0042589285714285715,56.0,0.33970000000000034,0.004300000000000004,79.0,0.6073579365079365,0.005839980158730158,104.0
f39,0.37399999999999994,0.0012343234323432342,303.0,0.45909999999999995,0.0013786786786786785,333.0,0.19455833333333336,0.0009007330246913581,216.0
f4,0.2765000000000001,0.0016075581395348841,172.0,0.5071999999999997,0.002849438202247189,178.0,0.7797702380952385,0.002909590440653875,268.0
f40,,,,,,,,,
f41,,,,,,,,,
f42,0.35900000000000004,0.0010405797101449277,345.0,0.14879999999999988,0.0006331914893617016,235.0,0.22950000000000026,0.0004914346895074952,467.0
f43,,,,,,,,,
f44,,,,,,,,,
f45,,,,,,,,,
f46,0.43399999999999994,0.0017786885245901637,244.0,0.3833999999999997,0.0016815789473684196,228.0,0.6662011904761905,0.002213292991615251,301.0
f47,,,,,,,,,
f48,0.16950000000000004,0.0008432835820895525,201.0,0.6162000000000003,0.0023791505791505804,259.0,0.8692999999999997,0.0034633466135458157,251.0
f49,,,,,,,,,
f5,0.7835000000000001,0.003237603305785124,242.0,1.2249000000000003,0.004503308823529413,272.0,1.1622666666666663,0.0057824212271973445,201.0
f50,0.21400000000000002,0.002326086956521739,92.0,0.7817000000000001,0.003216872427983539,243.0,0.8934916666666669,0.002675124750499003,334.0
f51,,,,,,,,,
f52,,,,,,,,,
f53,0.005999999999999978,1.785714285714279e-05,336.0,0.0,0.0,360.0,0.0,0.0,300.0
f54,0.040499999999999925,0.00011739130434782587,345.0,0.46249999999999986,0.0019270833333333327,240.0,0.2878000000000004,0.0008591044776119415,335.0
f55,,,,,,,,,
f56,0.21250000000000016,0.0007482394366197188,284.0,0.6943000000000003,0.0028338775510204093,245.0,0.6402357142857145,0.003063328776486672,209.0
f57,0.3575,0.0012677304964539007,282.0,0.3996999999999998,0.0012935275080906141,309.0,0.3858690476190476,0.0012992223825557159,297.0
f58,0.0305,0.00010409556313993174,293.0,0.2513999999999999,0.0007807453416149065,322.0,0.2556916666666664,0.0007609871031746023,336.0
f59,,,,,,,,,
f6,-0.24850000000000005,-0.0014532163742690062,171.0,-0.28189999999999976,-0.005527450980392153,51.0,-0.3683628968253972,-0.006462506961849073,57.0
f60,0.2895000000000001,0.0009650000000000003,300.0,0.8552999999999995,0.0025531343283582077,335.0,0.49500833333333366,0.001767886904761906,280.0
f7,-0.25150000000000006,-0.0013743169398907106,183.0,-0.27350000000000024,-0.002604761904761907,105.0,-0.30984642857142874,-0.0032615413533834603,95.0
f8,-0.14750000000000005,-0.0015860215053763447,93.0,-0.27090000000000014,-0.0023763157894736856,114.0,-0.3130559523809527,-0.0021739996693121715,144.0
f9,-0.2489999999999999,-0.002929411764705881,85.0,-0.33780000000000004,-0.002252,150.0,-0.24365714285714285,-0.0018048677248677248,135.0
