,Hostility_importances,Hostility_importances_norm,count_vars,kDN_importances,kDN_importances_norm,count_vars,N1_importances,N1_importances_norm,count_vars
f60,0.18633333333333324,0.0005768833849329202,323.0,0.033600000000000574,0.0001146757679180907,293.0,0.1924333333333333,0.0006013541666666665,320.0
f61,,,,,,,,,
f62,0.21833333333333338,0.0005161544523246653,423.0,0.36613333333333314,0.0010086317722681354,363.0,0.20463888888888881,0.0007282522736259388,281.0
f63,,,,,,,,,
f64,,,,,,,,,
f65,0.2653333333333334,0.0006700336700336703,396.0,0.057933333333333115,0.0002732704402515713,212.0,0.12031031746031756,0.0004540011979634625,265.0
f66,,,,,,,,,
f67,0.11166666666666672,0.0011056105610561062,101.0,0.17533333333333345,0.0012892156862745108,136.0,0.31624603174603166,0.0020669675277518408,153.0
f68,0.015333333333333254,0.0002555555555555542,60.0,0.0849333333333333,0.0003410977242302542,249.0,0.1997091269841273,0.001501572383339303,133.0
f69,,,,,,,,,
f7,0.4506666666666668,0.0019679767103347894,229.0,0.45793333333333336,0.001331201550387597,344.0,0.4452999999999999,0.0011359693877551018,392.0
f70,0.26333333333333336,0.0008633879781420766,305.0,0.16053333333333353,0.0003559497413155954,451.0,0.200161111111111,0.0006627851361295067,302.0
f71,,,,,,,,,
f72,,,,,,,,,
f73,,,,,,,,,
f74,,,,,,,,,
f8,0.5953333333333332,0.0023164721141374833,257.0,0.47820000000000007,0.0011018433179723504,434.0,0.47377777777777796,0.001290947623372692,367.0
f9,0.6596666666666666,0.002703551912568306,244.0,0.6143333333333332,0.002007625272331154,306.0,0.5787952380952381,0.0019889870724922273,291.0
