dataset,subset,model,acc,gps,acc_class_0,acc_class_1
ArtificialDataset4,informative+rand_extra,KNN,0.9864,0.9863999801459564,0.9852,0.9876
ArtificialDataset4,informative+rand_extra,NaiveBayes,0.9238,0.9237999703052492,0.9244,0.9232
ArtificialDataset4,informative+rand_extra,DecisionTree,0.919,0.9189995734036293,0.9168,0.9212
ArtificialDataset4,informative+rand_extra,XGBoost,0.982,0.9819999736048494,0.9832,0.9808
ArtificialDataset4,mutual_info_top15,LogReg,0.9266,0.9265994645072093,0.9292,0.924
ArtificialDataset4,mutual_info_top15,SVM-linear,0.925,0.9249996075655142,0.9272,0.9228
ArtificialDataset4,mutual_info_top15,SVM-rbf,0.97,0.9699999802061724,0.9708,0.9692
ArtificialDataset4,mutual_info_top15,RandomForest,0.954,0.9539988890297728,0.9588,0.9492
ArtificialDataset4,mutual_info_top15,KNN,0.9642,0.9641985726956382,0.9704,0.958
ArtificialDataset4,mutual_info_top15,NaiveBayes,0.9214,0.9213651767383507,0.9416,0.9012
ArtificialDataset4,mutual_info_top15,DecisionTree,0.909,0.9089996756424081,0.9108,0.9072
ArtificialDataset4,mutual_info_top15,XGBoost,0.9614,0.9613999983940087,0.9616,0.9612
ArtificialDataset4,f_classif_top15,LogReg,0.9298,0.9297994896155624,0.9324,0.9272
ArtificialDataset4,f_classif_top15,SVM-linear,0.9286,0.9285988896919741,0.9324,0.9248
ArtificialDataset4,f_classif_top15,SVM-rbf,0.9638,0.9637999624403014,0.9628,0.9648
ArtificialDataset4,f_classif_top15,RandomForest,0.9498,0.9497984587524293,0.9552,0.9444
ArtificialDataset4,f_classif_top15,KNN,0.9498,0.9497999809728291,0.9504,0.9492
ArtificialDataset4,f_classif_top15,NaiveBayes,0.9162,0.9161626620963129,0.9364,0.896
ArtificialDataset4,f_classif_top15,DecisionTree,0.9014,0.9013996455900285,0.8996,0.9032
ArtificialDataset4,f_classif_top15,XGBoost,0.9564,0.9563999343537282,0.9576,0.9552
ArtificialDataset4,rf_top15,LogReg,0.9342,0.9341999971826159,0.9344,0.934
ArtificialDataset4,rf_top15,SVM-linear,0.9342,0.9341999295653282,0.9352,0.9332
ArtificialDataset4,rf_top15,SVM-rbf,0.979,0.9789999991419817,0.9792,0.9788
ArtificialDataset4,rf_top15,RandomForest,0.961,0.9609996347520424,0.964,0.958
ArtificialDataset4,rf_top15,KNN,0.9698,0.9697999389646116,0.9684,0.9712
ArtificialDataset4,rf_top15,NaiveBayes,0.9172,0.9171624142066029,0.9376,0.8968
ArtificialDataset4,rf_top15,DecisionTree,0.9124,0.912399938553223,0.9132,0.9116
ArtificialDataset4,rf_top15,XGBoost,0.9702,0.9701999889424819,0.9708,0.9696
ArtificialDataset4,relief_top15,LogReg,0.9348,0.9347999888403916,0.9352,0.9344
ArtificialDataset4,relief_top15,SVM-linear,0.9336,0.9335999544815455,0.9344,0.9328
ArtificialDataset4,relief_top15,SVM-rbf,0.9768,0.9767999847993347,0.9776,0.976
ArtificialDataset4,relief_top15,RandomForest,0.961,0.9609997256588402,0.9636,0.9584
ArtificialDataset4,relief_top15,KNN,0.9674,0.967399998652057,0.9672,0.9676
ArtificialDataset4,relief_top15,NaiveBayes,0.9158,0.9157546631668433,0.938,0.8936
ArtificialDataset4,relief_top15,DecisionTree,0.9096,0.9095999840985022,0.9092,0.91
ArtificialDataset4,relief_top15,XGBoost,0.971,0.9709997981036408,0.9736,0.9684
ArtificialDataset4,xgb_top15,LogReg,0.946,0.9459986847882639,0.9508,0.9412
ArtificialDataset4,xgb_top15,SVM-linear,0.9458,0.9457971918612827,0.9528,0.9388
ArtificialDataset4,xgb_top15,SVM-rbf,0.9826,0.9825997952917094,0.986,0.9792
ArtificialDataset4,xgb_top15,RandomForest,0.9698,0.9697992214688974,0.9748,0.9648
ArtificialDataset4,xgb_top15,KNN,0.9744,0.9743971580425019,0.964,0.9848
ArtificialDataset4,xgb_top15,NaiveBayes,0.9094,0.9093985613758812,0.9056,0.9132
ArtificialDataset4,xgb_top15,DecisionTree,0.923,0.9229992491801111,0.926,0.92
ArtificialDataset4,xgb_top15,XGBoost,0.9762,0.976199835188369,0.9788,0.9736
ArtificialDataset4,complexity_Hostility_top15,LogReg,0.9246,0.9245985614521133,0.9288,0.9204
ArtificialDataset4,complexity_Hostility_top15,SVM-linear,0.9242,0.9241972408517446,0.93,0.9184
ArtificialDataset4,complexity_Hostility_top15,SVM-rbf,0.9534,0.953399841635711,0.9516,0.9552
ArtificialDataset4,complexity_Hostility_top15,RandomForest,0.9488,0.9487993006312565,0.9524,0.9452
ArtificialDataset4,complexity_Hostility_top15,KNN,0.941,0.940994920923055,0.95,0.932
ArtificialDataset4,complexity_Hostility_top15,NaiveBayes,0.9092,0.9091424395569565,0.9332,0.8852
ArtificialDataset4,complexity_Hostility_top15,DecisionTree,0.8986,0.8985997788288077,0.8972,0.9
ArtificialDataset4,complexity_Hostility_top15,XGBoost,0.9496,0.9495991507860284,0.9536,0.9456
ArtificialDataset4,complexity_N1_top15,LogReg,0.9266,0.9265994645072093,0.9292,0.924
ArtificialDataset4,complexity_N1_top15,SVM-linear,0.925,0.9249996075655142,0.9272,0.9228
ArtificialDataset4,complexity_N1_top15,SVM-rbf,0.97,0.9699999802061724,0.9708,0.9692
ArtificialDataset4,complexity_N1_top15,RandomForest,0.9564,0.9563991174058062,0.9608,0.952
ArtificialDataset4,complexity_N1_top15,KNN,0.9642,0.9641985726956382,0.9704,0.958
ArtificialDataset4,complexity_N1_top15,NaiveBayes,0.9214,0.9213651767383507,0.9416,0.9012
ArtificialDataset4,complexity_N1_top15,DecisionTree,0.9072,0.9071976431147458,0.912,0.9024
ArtificialDataset4,complexity_N1_top15,XGBoost,0.9624,0.9624,0.9624,0.9624
ArtificialDataset4,complexity_kDN_top15,LogReg,0.9266,0.9265994645072093,0.9292,0.924
ArtificialDataset4,complexity_kDN_top15,SVM-linear,0.925,0.9249996075655142,0.9272,0.9228
ArtificialDataset4,complexity_kDN_top15,SVM-rbf,0.97,0.9699999802061724,0.9708,0.9692
ArtificialDataset4,complexity_kDN_top15,RandomForest,0.9544,0.9543980429000809,0.9608,0.948
ArtificialDataset4,complexity_kDN_top15,KNN,0.9642,0.9641985726956382,0.9704,0.958
ArtificialDataset4,complexity_kDN_top15,NaiveBayes,0.9214,0.9213651767383507,0.9416,0.9012
ArtificialDataset4,complexity_kDN_top15,DecisionTree,0.907,0.9069985193590072,0.9108,0.9032
ArtificialDataset4,complexity_kDN_top15,XGBoost,0.9614,0.9613999598501767,0.9624,0.9604
