dataset,subset,model,acc,gps,acc_class_0,acc_class_1
ArtificialDataset18,rf_top70,SVM-linear,0.636,0.516878693779425,0.34285714285714286,0.7938461538461539
ArtificialDataset18,rf_top70,SVM-rbf,0.69,0.44800000000000006,0.2,0.9538461538461539
ArtificialDataset18,rf_top70,RandomForest,0.662,0.3775910987482615,0.16,0.9323076923076923
ArtificialDataset18,rf_top70,KNN,0.656,0.4697744360902256,0.25142857142857145,0.8738461538461538
ArtificialDataset18,rf_top70,NaiveBayes,0.674,0.43493020337204646,0.2,0.9292307692307692
ArtificialDataset18,rf_top70,DecisionTree,0.584,0.5007890583903208,0.38857142857142857,0.6892307692307692
ArtificialDataset18,rf_top70,XGBoost,0.68,0.5526315789473685,0.34285714285714286,0.8615384615384616
ArtificialDataset18,relief_top70,LogReg,0.614,0.4833857931311088,0.3142857142857143,0.7753846153846153
ArtificialDataset18,relief_top70,SVM-linear,0.612,0.4708902278156084,0.29714285714285715,0.7815384615384615
ArtificialDataset18,relief_top70,SVM-rbf,0.69,0.44800000000000006,0.2,0.9538461538461539
ArtificialDataset18,relief_top70,RandomForest,0.646,0.3073456184349217,0.12,0.9292307692307692
ArtificialDataset18,relief_top70,KNN,0.634,0.3725216601226596,0.17142857142857143,0.8830769230769231
ArtificialDataset18,relief_top70,NaiveBayes,0.67,0.38349747376169707,0.16,0.9446153846153846
ArtificialDataset18,relief_top70,DecisionTree,0.556,0.48066242552761784,0.38857142857142857,0.6461538461538462
ArtificialDataset18,relief_top70,XGBoost,0.66,0.5259582234840804,0.32571428571428573,0.84
ArtificialDataset18,xgb_top70,LogReg,0.608,0.46021162487316997,0.2857142857142857,0.7815384615384615
ArtificialDataset18,xgb_top70,SVM-linear,0.606,0.4420306789182924,0.26285714285714284,0.7907692307692308
ArtificialDataset18,xgb_top70,SVM-rbf,0.666,0.31047352171702763,0.11428571428571428,0.963076923076923
ArtificialDataset18,xgb_top70,RandomForest,0.662,0.33623257193711065,0.13142857142857142,0.9476923076923077
ArtificialDataset18,xgb_top70,KNN,0.652,0.46665914475911097,0.25142857142857145,0.8676923076923077
ArtificialDataset18,xgb_top70,NaiveBayes,0.604,0.5255641245358469,0.4114285714285714,0.7076923076923077
ArtificialDataset18,xgb_top70,DecisionTree,0.568,0.4941285129964375,0.4,0.6584615384615384
ArtificialDataset18,xgb_top70,XGBoost,0.654,0.5066152678812827,0.3028571428571429,0.8430769230769231
ArtificialDataset18,complexity_Hostility_top70,LogReg,0.622,0.49964673334752074,0.3314285714285714,0.7784615384615384
ArtificialDataset18,complexity_Hostility_top70,SVM-linear,0.612,0.4462520055221819,0.26285714285714284,0.8
ArtificialDataset18,complexity_Hostility_top70,SVM-rbf,0.652,0.1360424028268551,0.04,0.9815384615384616
ArtificialDataset18,complexity_Hostility_top70,RandomForest,0.656,0.283478967689494,0.10285714285714286,0.9538461538461539
ArtificialDataset18,complexity_Hostility_top70,KNN,0.634,0.4166876150063851,0.21142857142857144,0.8615384615384616
ArtificialDataset18,complexity_Hostility_top70,NaiveBayes,0.636,0.37388030637414,0.17142857142857143,0.8861538461538462
ArtificialDataset18,complexity_Hostility_top70,DecisionTree,0.59,0.5218422613164657,0.42857142857142855,0.676923076923077
ArtificialDataset18,complexity_Hostility_top70,XGBoost,0.656,0.5043576047230812,0.29714285714285715,0.8492307692307692
ArtificialDataset18,complexity_N1_top70,LogReg,0.63,0.5057209984817513,0.3314285714285714,0.7907692307692308
ArtificialDataset18,complexity_N1_top70,SVM-linear,0.614,0.49366342217930426,0.3314285714285714,0.7661538461538462
ArtificialDataset18,complexity_N1_top70,SVM-rbf,0.65,0.15136006207194974,0.045714285714285714,0.9753846153846154
ArtificialDataset18,complexity_N1_top70,RandomForest,0.644,0.2965290392262752,0.11428571428571428,0.9292307692307692
ArtificialDataset18,complexity_N1_top70,KNN,0.602,0.4559532784130646,0.2857142857142857,0.7723076923076924
ArtificialDataset18,complexity_N1_top70,NaiveBayes,0.504,0.5039842534683642,0.7257142857142858,0.38461538461538464
ArtificialDataset18,complexity_N1_top70,DecisionTree,0.55,0.4739370339826048,0.38285714285714284,0.64
ArtificialDataset18,complexity_N1_top70,XGBoost,0.636,0.4767088607594937,0.28,0.8276923076923077
ArtificialDataset18,complexity_kDN_top70,LogReg,0.64,0.5262534544018951,0.35428571428571426,0.7938461538461539
ArtificialDataset18,complexity_kDN_top70,SVM-linear,0.608,0.4561717352415027,0.28,0.7846153846153846
ArtificialDataset18,complexity_kDN_top70,SVM-rbf,0.662,0.3176423230339477,0.12,0.9538461538461539
ArtificialDataset18,complexity_kDN_top70,RandomForest,0.67,0.3676425163880976,0.14857142857142858,0.9507692307692308
ArtificialDataset18,complexity_kDN_top70,KNN,0.616,0.49180158812003716,0.32571428571428573,0.7723076923076924
ArtificialDataset18,complexity_kDN_top70,NaiveBayes,0.356,0.15318243602623957,0.9257142857142857,0.04923076923076923
ArtificialDataset18,complexity_kDN_top70,DecisionTree,0.57,0.49064414500536163,0.38857142857142857,0.6676923076923077
ArtificialDataset18,complexity_kDN_top70,XGBoost,0.658,0.5059582875960482,0.29714285714285715,0.8523076923076923
