dataset,subset,model,acc,gps,acc_class_0,acc_class_1
ArtificialDataset19,rf_top150,KNN,0.81,0.6885598879706004,0.40789473684210525,0.985632183908046
ArtificialDataset19,rf_top150,NaiveBayes,0.736,0.5247152753316895,0.26973684210526316,0.9396551724137931
ArtificialDataset19,rf_top150,DecisionTree,0.606,0.45061711351023004,0.3157894736842105,0.7327586206896551
ArtificialDataset19,rf_top150,XGBoost,0.76,0.6032160384253942,0.34868421052631576,0.9396551724137931
ArtificialDataset19,relief_top150,LogReg,0.768,0.7084740438231366,0.6118421052631579,0.8362068965517241
ArtificialDataset19,relief_top150,SVM-linear,0.746,0.6809496548240446,0.5855263157894737,0.8160919540229885
ArtificialDataset19,relief_top150,SVM-rbf,0.83,0.7347165923396831,0.46710526315789475,0.9885057471264368
ArtificialDataset19,relief_top150,RandomForest,0.722,0.3826022762227007,0.1513157894736842,0.9712643678160919
ArtificialDataset19,relief_top150,KNN,0.79,0.6361171794804306,0.34868421052631576,0.9827586206896551
ArtificialDataset19,relief_top150,NaiveBayes,0.738,0.652564848955301,0.5131578947368421,0.8362068965517241
ArtificialDataset19,relief_top150,DecisionTree,0.612,0.5017457866111595,0.40131578947368424,0.7040229885057471
ArtificialDataset19,relief_top150,XGBoost,0.73,0.5436274555204639,0.3026315789473684,0.9166666666666666
ArtificialDataset19,xgb_top150,LogReg,0.708,0.6249238004005921,0.5131578947368421,0.7931034482758621
ArtificialDataset19,xgb_top150,SVM-linear,0.684,0.5924395100464611,0.48026315789473684,0.7729885057471264
ArtificialDataset19,xgb_top150,SVM-rbf,0.774,0.6064914380325922,0.32894736842105265,0.9683908045977011
ArtificialDataset19,xgb_top150,RandomForest,0.724,0.307128987517337,0.10526315789473684,0.9942528735632183
ArtificialDataset19,xgb_top150,KNN,0.834,0.7637458276165708,0.5526315789473685,0.9568965517241379
ArtificialDataset19,xgb_top150,NaiveBayes,0.722,0.633245382585752,0.5,0.8189655172413793
ArtificialDataset19,xgb_top150,DecisionTree,0.628,0.5074883626796195,0.3881578947368421,0.7327586206896551
ArtificialDataset19,xgb_top150,XGBoost,0.748,0.5660773480662983,0.3092105263157895,0.9396551724137931
ArtificialDataset19,complexity_Hostility_top150,LogReg,0.708,0.6205174895004258,0.5,0.7988505747126436
ArtificialDataset19,complexity_Hostility_top150,SVM-linear,0.706,0.6294002956741586,0.5328947368421053,0.7816091954022989
ArtificialDataset19,complexity_Hostility_top150,SVM-rbf,0.756,0.5101130279595479,0.23026315789473684,0.985632183908046
ArtificialDataset19,complexity_Hostility_top150,RandomForest,0.71,0.22722973683025327,0.07236842105263158,0.9885057471264368
ArtificialDataset19,complexity_Hostility_top150,KNN,0.792,0.6649637174188929,0.40131578947368424,0.9626436781609196
ArtificialDataset19,complexity_Hostility_top150,NaiveBayes,0.58,0.5539637897697312,0.6513157894736842,0.5488505747126436
ArtificialDataset19,complexity_Hostility_top150,DecisionTree,0.596,0.4772111443062599,0.375,0.6925287356321839
ArtificialDataset19,complexity_Hostility_top150,XGBoost,0.72,0.5145631067961165,0.27631578947368424,0.9137931034482759
ArtificialDataset19,complexity_N1_top150,LogReg,0.694,0.5856506231903287,0.4407894736842105,0.8045977011494253
ArtificialDataset19,complexity_N1_top150,SVM-linear,0.684,0.5849642078097638,0.4605263157894737,0.7816091954022989
ArtificialDataset19,complexity_N1_top150,SVM-rbf,0.752,0.5122196183461667,0.23684210526315788,0.9770114942528736
ArtificialDataset19,complexity_N1_top150,RandomForest,0.712,0.25811866859623733,0.08552631578947369,0.985632183908046
ArtificialDataset19,complexity_N1_top150,KNN,0.794,0.7145978014308149,0.5328947368421053,0.9080459770114943
ArtificialDataset19,complexity_N1_top150,NaiveBayes,0.668,0.45355988330836544,0.2565789473684211,0.8477011494252874
ArtificialDataset19,complexity_N1_top150,DecisionTree,0.624,0.5011566199482923,0.3815789473684211,0.7298850574712644
ArtificialDataset19,complexity_N1_top150,XGBoost,0.742,0.5600022064704746,0.3092105263157895,0.9310344827586207
ArtificialDataset19,complexity_kDN_top150,LogReg,0.716,0.6277496265487245,0.5,0.8103448275862069
ArtificialDataset19,complexity_kDN_top150,SVM-linear,0.704,0.6255749770009199,0.5263157894736842,0.7816091954022989
ArtificialDataset19,complexity_kDN_top150,SVM-rbf,0.776,0.5869044450359329,0.29605263157894735,0.985632183908046
ArtificialDataset19,complexity_kDN_top150,RandomForest,0.694,0.11413125093857936,0.03289473684210526,0.9827586206896551
ArtificialDataset19,complexity_kDN_top150,KNN,0.804,0.6975215748902062,0.4473684210526316,0.9597701149425287
ArtificialDataset19,complexity_kDN_top150,NaiveBayes,0.462,0.4574860964387675,0.8618421052631579,0.28735632183908044
ArtificialDataset19,complexity_kDN_top150,DecisionTree,0.598,0.4646016516556645,0.34868421052631576,0.7068965517241379
ArtificialDataset19,complexity_kDN_top150,XGBoost,0.762,0.6162232624281566,0.3684210526315789,0.9339080459770115
