dataset,subset,model,fold,n_features,acc_train,gps_train,acc_test,gps_test,Hostility,kDN,N1
ArtificialDataset18,informative,KNN,0,70,0.7825,0.7257123863052608,0.62,0.42311459353574926,0.3075,0.423,0.40415480434598083
ArtificialDataset18,informative,KNN,1,70,0.7625,0.7113785100257991,0.62,0.5195758564437194,0.32,0.415,0.4028080357142857
ArtificialDataset18,informative,KNN,2,70,0.745,0.6706968278731149,0.67,0.5270588235294117,0.27,0.40700000000000003,0.42156187440010967
ArtificialDataset18,informative,KNN,3,70,0.7375,0.6636040791059851,0.62,0.5046257359125316,0.2975,0.42150000000000004,0.3645454129204129
ArtificialDataset18,informative,KNN,4,70,0.7325,0.6540808332689697,0.68,0.6232686980609418,0.3175,0.42700000000000005,0.42197519841269837
ArtificialDataset18,informative+redundant,SVM-rbf,0,110,0.8925,0.8679268009395085,0.67,0.25780463242698887,0.335,0.41700000000000004,0.4267304743867244
ArtificialDataset18,informative+redundant,SVM-rbf,1,110,0.8925,0.8679268009395085,0.67,0.39836734693877557,0.3025,0.419,0.3945867604617605
ArtificialDataset18,informative+redundant,SVM-rbf,2,110,0.8825,0.8535799701705925,0.7,0.3823529411764706,0.3225,0.41,0.40441542485292487
ArtificialDataset18,informative+redundant,SVM-rbf,3,110,0.89,0.8643856489818535,0.68,0.3667054714784633,0.3125,0.42300000000000004,0.4208207521645022
ArtificialDataset18,informative+redundant,SVM-rbf,4,110,0.87,0.8349146110056926,0.67,0.39836734693877557,0.3125,0.43,0.4293539862914863
ArtificialDataset18,informative+redundant,KNN,0,110,0.7375,0.6426140231449965,0.63,0.40215439856373425,0.335,0.41700000000000004,0.4267304743867244
ArtificialDataset18,informative+redundant,KNN,1,110,0.76,0.7018511707735685,0.65,0.5687203791469194,0.3025,0.419,0.3945867604617605
ArtificialDataset18,informative+redundant,KNN,2,110,0.745,0.643841394825647,0.64,0.4375,0.3225,0.41,0.40441542485292487
ArtificialDataset18,informative+redundant,KNN,3,110,0.7425,0.6635060663726062,0.65,0.4916201117318436,0.3125,0.42300000000000004,0.4208207521645022
ArtificialDataset18,informative+redundant,KNN,4,110,0.7325,0.6378746751371643,0.66,0.5512,0.3125,0.43,0.4293539862914863
ArtificialDataset18,informative+redundant_nonLinear,SVM-rbf,0,110,0.875,0.8424842484248425,0.65,0.10114579217700513,0.3175,0.41450000000000004,0.42906993088610734
ArtificialDataset18,informative+redundant_nonLinear,SVM-rbf,1,110,0.8675,0.8310753093110195,0.68,0.3667054714784633,0.37,0.43050000000000005,0.40429793470418474
ArtificialDataset18,informative+redundant_nonLinear,SVM-rbf,2,110,0.87,0.8349146110056926,0.66,0.18577648766328012,0.295,0.4135000000000001,0.3880276769798829
ArtificialDataset18,informative+redundant_nonLinear,SVM-rbf,3,110,0.865,0.8271984018349303,0.66,0.252,0.305,0.42,0.3970069895382396
ArtificialDataset18,informative+redundant_nonLinear,SVM-rbf,4,110,0.85,0.8030888030888031,0.66,0.3065512978986402,0.3225,0.43450000000000005,0.4310750707625708
ArtificialDataset18,informative+redundant_nonLinear,KNN,0,110,0.745,0.6774481090029287,0.63,0.47629746124466404,0.3175,0.41450000000000004,0.42906993088610734
ArtificialDataset18,informative+redundant_nonLinear,KNN,1,110,0.7525,0.7018639133175255,0.58,0.5028571428571429,0.37,0.43050000000000005,0.40429793470418474
ArtificialDataset18,informative+redundant_nonLinear,KNN,2,110,0.7475,0.6522415043931875,0.66,0.4776536312849161,0.295,0.4135000000000001,0.3880276769798829
ArtificialDataset18,informative+redundant_nonLinear,KNN,3,110,0.7525,0.6887865400883542,0.65,0.4916201117318436,0.305,0.42,0.3970069895382396
ArtificialDataset18,informative+redundant_nonLinear,KNN,4,110,0.725,0.6278755074424899,0.69,0.5901513699942518,0.3225,0.43450000000000005,0.4310750707625708
ArtificialDataset18,informative+noise,SVM-rbf,0,110,0.9275,0.9147457586827153,0.64,0.24110671936758893,0.2825,0.4110000000000001,0.3695089285714286
ArtificialDataset18,informative+noise,SVM-rbf,1,110,0.92,0.9051057246003096,0.67,0.25780463242698887,0.27,0.42200000000000004,0.3897020202020202
ArtificialDataset18,informative+noise,SVM-rbf,2,110,0.925,0.9115537848605577,0.65,0.181360201511335,0.3225,0.4225,0.4088712606837607
ArtificialDataset18,informative+noise,SVM-rbf,3,110,0.92,0.9051057246003096,0.69,0.3743784732377888,0.3475,0.423,0.41038304750804755
ArtificialDataset18,informative+noise,SVM-rbf,4,110,0.8975,0.8749224585525031,0.66,0.252,0.275,0.42650000000000005,0.4080193903318903
ArtificialDataset18,informative+noise,KNN,0,110,0.77,0.71338404272536,0.65,0.5108578800258009,0.2825,0.4110000000000001,0.3695089285714286
ArtificialDataset18,informative+noise,KNN,1,110,0.78,0.7300188797986153,0.65,0.5566166439290587,0.27,0.42200000000000004,0.3897020202020202
ArtificialDataset18,informative+noise,KNN,2,110,0.7575,0.6894146738383826,0.61,0.49714648065948003,0.3225,0.4225,0.4088712606837607
ArtificialDataset18,informative+noise,KNN,3,110,0.7375,0.6562572826846889,0.64,0.52,0.3475,0.423,0.41038304750804755
ArtificialDataset18,informative+noise,KNN,4,110,0.7625,0.6829001367989056,0.59,0.4475907741493491,0.275,0.42650000000000005,0.4080193903318903
ArtificialDataset18,informative+rand_extra,SVM-rbf,0,73,0.895,0.8714388316973906,0.68,0.32,0.3025,0.3995,0.39018710602263235
ArtificialDataset18,informative+rand_extra,SVM-rbf,1,73,0.9025,0.88180726836189,0.69,0.4771449523343925,0.3775,0.41200000000000003,0.4016403318903319
ArtificialDataset18,informative+rand_extra,SVM-rbf,2,73,0.89,0.8643856489818535,0.68,0.32,0.3375,0.402,0.39991407203907203
ArtificialDataset18,informative+rand_extra,SVM-rbf,3,73,0.89,0.8643856489818535,0.69,0.3743784732377888,0.3025,0.423,0.3670529068884332
ArtificialDataset18,informative+rand_extra,SVM-rbf,4,73,0.89,0.8643856489818535,0.66,0.3065512978986402,0.2975,0.41050000000000003,0.4065576298701299
ArtificialDataset18,informative+rand_extra,KNN,0,73,0.77,0.7115517732806711,0.65,0.46982055464926586,0.3025,0.3995,0.39018710602263235
ArtificialDataset18,informative+rand_extra,KNN,1,73,0.7875,0.7358190841728252,0.6,0.5045417010734929,0.3775,0.41200000000000003,0.4016403318903319
ArtificialDataset18,informative+rand_extra,KNN,2,73,0.745,0.6608194965184788,0.67,0.5076820307281229,0.3375,0.402,0.39991407203907203
ArtificialDataset18,informative+rand_extra,KNN,3,73,0.755,0.6970602685882737,0.61,0.461642905634759,0.3025,0.423,0.3670529068884332
ArtificialDataset18,informative+rand_extra,KNN,4,73,0.74,0.6611333714939897,0.69,0.6398383566256945,0.2975,0.41050000000000003,0.4065576298701299
