dataset,subset,model,fold,n_features,acc_train,gps_train,acc_test,gps_test,Hostility,kDN,N1
ArtificialDataset20a,informative+redundant,KNN,3,190,0.9125,0.889938055155896,0.86,0.8143121529919802,0.1525,0.24350000000000002,0.20122934704184703
ArtificialDataset20a,informative+redundant,KNN,4,190,0.9175,0.8981507177637055,0.9,0.8692620569436375,0.1325,0.249,0.19990234765234763
ArtificialDataset20a,informative+redundant_nonLinear,SVM-rbf,0,190,0.9775,0.9732905253091058,0.76,0.544,0.2025,0.26300000000000007,0.19435238095238094
ArtificialDataset20a,informative+redundant_nonLinear,SVM-rbf,1,190,0.985,0.9823429237250157,0.77,0.6021118849696696,0.16,0.2615,0.1677791514041514
ArtificialDataset20a,informative+redundant_nonLinear,SVM-rbf,2,190,0.975,0.9702371867273116,0.78,0.6320754716981133,0.155,0.2525,0.18942469336219336
ArtificialDataset20a,informative+redundant_nonLinear,SVM-rbf,3,190,0.9825,0.9794380787945377,0.77,0.6021118849696697,0.1875,0.251,0.20213557276057276
ArtificialDataset20a,informative+redundant_nonLinear,SVM-rbf,4,190,0.9825,0.9794380787945377,0.78,0.6131650135256987,0.1875,0.2635,0.18667983405483407
ArtificialDataset20a,informative+redundant_nonLinear,KNN,0,190,0.9175,0.8981507177637055,0.82,0.7410526315789474,0.2025,0.26300000000000007,0.19435238095238094
ArtificialDataset20a,informative+redundant_nonLinear,KNN,1,190,0.92,0.9010220548682087,0.86,0.8143121529919802,0.16,0.2615,0.1677791514041514
ArtificialDataset20a,informative+redundant_nonLinear,KNN,2,190,0.9175,0.8981507177637055,0.9,0.8756218905472637,0.155,0.2525,0.18942469336219336
ArtificialDataset20a,informative+redundant_nonLinear,KNN,3,190,0.9075,0.8848498358182083,0.78,0.6980999296270232,0.1875,0.251,0.20213557276057276
ArtificialDataset20a,informative+redundant_nonLinear,KNN,4,190,0.9175,0.8981507177637055,0.83,0.7524127039831549,0.1875,0.2635,0.18667983405483407
ArtificialDataset20a,informative+noise,SVM-rbf,0,190,0.985,0.9823429237250157,0.76,0.544,0.17,0.264,0.1961936274509804
ArtificialDataset20a,informative+noise,SVM-rbf,1,190,0.9975,0.9970960487339791,0.75,0.5334660363274446,0.1375,0.24600000000000002,0.19158173076923077
ArtificialDataset20a,informative+noise,SVM-rbf,2,190,0.9875,0.9853259133225848,0.76,0.5694050991501417,0.15,0.254,0.19485845404595403
ArtificialDataset20a,informative+noise,SVM-rbf,3,190,0.9825,0.9794380787945377,0.78,0.6131650135256987,0.1475,0.2425,0.17682480604191128
ArtificialDataset20a,informative+noise,SVM-rbf,4,190,0.9925,0.9912810489095821,0.76,0.544,0.1775,0.2635,0.21017155067155066
ArtificialDataset20a,informative+noise,KNN,0,190,0.905,0.8783903249761307,0.87,0.8257587428747497,0.17,0.264,0.1961936274509804
ArtificialDataset20a,informative+noise,KNN,1,190,0.91,0.8863723075855849,0.84,0.7861234882240611,0.1375,0.24600000000000002,0.19158173076923077
ArtificialDataset20a,informative+noise,KNN,2,190,0.92,0.899877567677867,0.87,0.8257587428747497,0.15,0.254,0.19485845404595403
ArtificialDataset20a,informative+noise,KNN,3,190,0.905,0.8791467528816419,0.86,0.8087674714104193,0.1475,0.2425,0.17682480604191128
ArtificialDataset20a,informative+noise,KNN,4,190,0.905,0.8813114754098361,0.86,0.7957937584803256,0.1775,0.2635,0.21017155067155066
ArtificialDataset20a,informative+rand_extra,SVM-rbf,0,153,0.9775,0.9734164305949008,0.8,0.6710526315789473,0.1975,0.23750000000000004,0.1814757872846108
ArtificialDataset20a,informative+rand_extra,SVM-rbf,1,153,0.9875,0.9853259133225848,0.79,0.6596923076923077,0.1325,0.231,0.17311866605616608
ArtificialDataset20a,informative+rand_extra,SVM-rbf,2,153,0.98,0.9764359351988217,0.83,0.752412703983155,0.16,0.23,0.14841115991851286
ArtificialDataset20a,informative+rand_extra,SVM-rbf,3,153,0.9825,0.9795310977016198,0.78,0.6486486486486487,0.115,0.2255,0.19566964285714283
ArtificialDataset20a,informative+rand_extra,SVM-rbf,4,153,0.9825,0.9795310977016198,0.81,0.6967487684729063,0.1325,0.23800000000000004,0.2001341575091575
ArtificialDataset20a,informative+rand_extra,KNN,0,153,0.9375,0.9244432982212946,0.9,0.8692620569436373,0.1975,0.23750000000000004,0.1814757872846108
ArtificialDataset20a,informative+rand_extra,KNN,1,153,0.9225,0.9044448713986183,0.9,0.8725934314835787,0.1325,0.231,0.17311866605616608
ArtificialDataset20a,informative+rand_extra,KNN,2,153,0.94,0.9273172460452977,0.9,0.8725934314835787,0.16,0.23,0.14841115991851286
ArtificialDataset20a,informative+rand_extra,KNN,3,153,0.92,0.9004564666103128,0.87,0.8349146110056925,0.115,0.2255,0.19566964285714283
ArtificialDataset20a,informative+rand_extra,KNN,4,153,0.92,0.9015746715255257,0.88,0.8374384236453202,0.1325,0.23800000000000004,0.2001341575091575
