dataset,subset,model,fold,n_features,acc_train,gps_train,acc_test,gps_test,Hostility,kDN,N1
ArtificialDataset20,informative+noise,KNN,0,360,0.9225,0.905990351662982,0.88,0.8499147242751564,0.2,0.28700000000000003,0.1913698627761128
ArtificialDataset20,informative+noise,KNN,1,360,0.91,0.8908,0.88,0.8564437194127243,0.17,0.2795,0.20947564935064936
ArtificialDataset20,informative+noise,KNN,2,360,0.92,0.9041541867430655,0.84,0.7722033898305086,0.195,0.2915,0.23943307733932734
ArtificialDataset20,informative+noise,KNN,3,360,0.9075,0.886783387141641,0.88,0.8499147242751564,0.185,0.2955,0.25917319350335655
ArtificialDataset20,informative+noise,KNN,4,360,0.9,0.874143476436862,0.81,0.7201309328968905,0.2125,0.28200000000000003,0.24903007409257413
ArtificialDataset20,informative+rand_extra,SVM-rbf,0,303,0.9825,0.9794380787945377,0.72,0.39928486293206195,0.1575,0.25500000000000006,0.16493133586325776
ArtificialDataset20,informative+rand_extra,SVM-rbf,1,303,0.985,0.9824232690935046,0.71,0.28382608695652173,0.17,0.24200000000000002,0.18402286255411254
ArtificialDataset20,informative+rand_extra,SVM-rbf,2,303,0.995,0.9942023074233772,0.72,0.35051546391752575,0.1875,0.259,0.2142952309838499
ArtificialDataset20,informative+rand_extra,SVM-rbf,3,303,0.9825,0.9794380787945377,0.71,0.28382608695652173,0.1725,0.2710000000000001,0.20818778735884
ArtificialDataset20,informative+rand_extra,SVM-rbf,4,303,0.9825,0.97953109770162,0.7,0.11616161616161616,0.14,0.2725,0.21548829275299863
ArtificialDataset20,informative+rand_extra,KNN,0,303,0.9225,0.9054870239855906,0.9,0.8808893594494441,0.1575,0.25500000000000006,0.16493133586325776
ArtificialDataset20,informative+rand_extra,KNN,1,303,0.94,0.9276923076923078,0.9,0.883177570093458,0.17,0.24200000000000002,0.18402286255411254
ArtificialDataset20,informative+rand_extra,KNN,2,303,0.93,0.9154545454545454,0.87,0.8204476901095412,0.1875,0.259,0.2142952309838499
ArtificialDataset20,informative+rand_extra,KNN,3,303,0.935,0.9219808081132257,0.9,0.8692620569436373,0.1725,0.2710000000000001,0.20818778735884
ArtificialDataset20,informative+rand_extra,KNN,4,303,0.93,0.9140905941737324,0.87,0.8305617977528089,0.14,0.2725,0.21548829275299863
