subset_k,model,fold,variables_incluidas,acc,gps
10,KNN,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.7,0.11616161616161616
10,KNN,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.7,0.45652173913043476
10,KNN,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.67,0.25780463242698887
11,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.72,0.12347826086956522
11,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.72,0.0
11,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.75,0.31544359255202625
11,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.71,0.0
11,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.73,0.22371012209531313
11,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.75,0.23749491663277753
11,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.75,0.23749491663277753
11,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.71,0.0
11,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.74,0.13176895306859207
11,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.73,0.12749003984063745
11,KNN,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.7,0.2768595041322314
11,KNN,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.7,0.33460076045627374
11,KNN,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.69,0.11281625881377022
11,KNN,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.64,0.09859154929577463
11,KNN,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.66,0.252
11,KNN,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.66,0.3065512978986403
11,KNN,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.68,0.1952662721893491
11,KNN,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.71,0.2838260869565218
11,KNN,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.71,0.3906481207457828
11,KNN,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.69,0.37437847323778883
12,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.72,0.12347826086956522
12,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.72,0.0
12,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.76,0.3870967741935483
12,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.72,0.12347826086956522
12,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.72,0.21739130434782608
12,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.74,0.2304
12,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.74,0.13176895306859207
12,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.72,0.12347826086956522
12,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.74,0.13176895306859207
12,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.73,0.12749003984063745
12,KNN,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.7,0.20574886535552192
12,KNN,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.72,0.29113924050632917
12,KNN,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.69,0.3271469015413651
12,KNN,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.67,0.19040644452581473
12,KNN,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.66,0.1857764876632801
12,KNN,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.67,0.39836734693877557
12,KNN,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.69,0.0
12,KNN,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.71,0.4310583033987289
12,KNN,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.77,0.5253283302063789
12,KNN,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.69,0.20037383177570092
13,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.74,0.30691642651296824
13,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.72,0.0
13,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.76,0.3870967741935483
13,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.71,0.0
13,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.74,0.30691642651296824
13,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.73,0.22371012209531313
13,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.73,0.12749003984063745
13,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.73,0.22371012209531313
13,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.74,0.13176895306859207
13,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.73,0.22371012209531313
13,KNN,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.69,0.27021494370522003
13,KNN,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.63,0.0
13,KNN,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.72,0.39928486293206195
13,KNN,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.69,0.0
13,KNN,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.71,0.34238262535931013
13,KNN,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.64,0.33869115958668194
13,KNN,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.7,0.20574886535552192
13,KNN,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.75,0.46898895497026344
13,KNN,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.71,0.3906481207457828
13,KNN,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.71,0.2838260869565218
14,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.73,0.2988260405549626
14,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.74,0.23040000000000002
14,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.73,0.22371012209531313
14,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.72,0.12347826086956522
14,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.72,0.29113924050632917
14,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.75,0.23749491663277753
14,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.74,0.2304
14,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.72,0.12347826086956522
14,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.8,0.5609220636663008
14,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.77,0.4484584241669262
14,KNN,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.69,0.27021494370522003
14,KNN,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.73,0.44928751047778703
14,KNN,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.7,0.2768595041322314
14,KNN,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.71,0.21141325162772887
14,KNN,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.71,0.3906481207457828
14,KNN,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.66,0.3521939953810624
14,KNN,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.68,0.10965630114566284
14,KNN,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.72,0.35051546391752575
14,KNN,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.74,0.49368421052631584
14,KNN,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.74,0.49368421052631584
15,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.73,0.2988260405549626
15,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.75,0.31544359255202625
15,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.74,0.30691642651296824
15,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.72,0.12347826086956522
15,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.75,0.4274809160305344
15,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.75,0.31544359255202625
15,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.76,0.3870967741935483
15,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.73,0.22371012209531313
15,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.79,0.5136323658751099
15,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.78,0.5017421602787457
15,KNN,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.71,0.2838260869565218
15,KNN,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.7,0.20574886535552192
15,KNN,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.73,0.44928751047778703
15,KNN,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.67,0.10666666666666667
15,KNN,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.72,0.4744525547445256
15,KNN,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.68,0.36670547147846333
15,KNN,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.73,0.29882604055496254
15,KNN,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.69,0.20037383177570092
15,KNN,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.76,0.5694050991501417
15,KNN,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.76,0.5913978494623655
