subset_k,model,fold,variables_incluidas,acc,gps
11,KNN,9,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13",0.895,0.85541751605831
11,KNN,10,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13",0.9,0.8709677419354839
12,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23",0.885,0.8384459700781777
12,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23",0.94,0.9235254237288134
12,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23",0.91,0.8794879340788699
12,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23",0.885,0.8433688584510022
12,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23",0.92,0.8932714617169374
12,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23",0.9,0.8636156993483862
12,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23",0.905,0.8734498620055198
12,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23",0.935,0.9175345160962042
12,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23",0.895,0.85541751605831
12,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23",0.94,0.9244372990353696
12,KNN,1,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23",0.885,0.8456492890995259
12,KNN,2,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23",0.88,0.8374384236453202
12,KNN,3,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23",0.885,0.8478187731299764
12,KNN,4,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23",0.885,0.8478187731299764
12,KNN,5,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23",0.88,0.8397815202548932
12,KNN,6,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23",0.86,0.8087674714104193
12,KNN,7,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23",0.905,0.8697299140118945
12,KNN,8,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23",0.915,0.8901444260037429
12,KNN,9,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23",0.86,0.7992998833138856
12,KNN,10,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23",0.89,0.8556898584905661
13,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33",0.895,0.85541751605831
13,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33",0.945,0.9304193580775796
13,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33",0.915,0.8871804170444242
13,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33",0.885,0.8433688584510022
13,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33",0.92,0.8932714617169374
13,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33",0.9,0.8655913978494624
13,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33",0.905,0.8734498620055198
13,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33",0.945,0.9304193580775796
13,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33",0.895,0.85541751605831
13,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33",0.945,0.9304193580775796
13,KNN,1,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33",0.895,0.8596078431372549
13,KNN,2,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33",0.88,0.8374384236453202
13,KNN,3,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33",0.86,0.8143121529919802
13,KNN,4,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33",0.885,0.8433688584510022
13,KNN,5,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33",0.905,0.8768222357534295
13,KNN,6,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33",0.86,0.8057751250201647
13,KNN,7,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33",0.915,0.8855871428046044
13,KNN,8,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33",0.92,0.8974216027874565
13,KNN,9,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33",0.855,0.7933663902662611
13,KNN,10,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33",0.855,0.8112941892766087
14,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33,f51",0.89,0.8445785045245277
14,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33,f51",0.945,0.9304193580775796
14,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33,f51",0.91,0.8794879340788699
14,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33,f51",0.885,0.8433688584510022
14,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33,f51",0.915,0.8871804170444242
14,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33,f51",0.895,0.857565079004206
14,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33,f51",0.885,0.8409703504043127
14,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33,f51",0.945,0.9304193580775796
14,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33,f51",0.895,0.85541751605831
14,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33,f51",0.93,0.9093819599109132
14,KNN,1,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33,f51",0.89,0.8493614402215726
14,KNN,2,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33,f51",0.87,0.823170731707317
14,KNN,3,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33,f51",0.87,0.8282199270959902
14,KNN,4,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33,f51",0.88,0.8349742147210503
14,KNN,5,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33,f51",0.905,0.8734498620055198
14,KNN,6,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33,f51",0.86,0.8057751250201647
14,KNN,7,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33,f51",0.915,0.8871804170444242
14,KNN,8,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33,f51",0.92,0.8974216027874565
14,KNN,9,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33,f51",0.86,0.8026229508196722
14,KNN,10,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33,f51",0.86,0.8193277310924371
15,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33,f51,f60",0.89,0.8445785045245277
15,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33,f51,f60",0.95,0.9372025383395028
15,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33,f51,f60",0.915,0.8886980787807235
15,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33,f51,f60",0.885,0.8409703504043127
15,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33,f51,f60",0.92,0.8932714617169374
15,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33,f51,f60",0.895,0.857565079004206
15,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33,f51,f60",0.89,0.8493614402215726
15,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33,f51,f60",0.94,0.9244372990353696
15,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33,f51,f60",0.895,0.85541751605831
15,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33,f51,f60",0.925,0.9021198546788473
15,KNN,1,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33,f51,f60",0.875,0.8315688161693936
15,KNN,2,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33,f51,f60",0.885,0.8456492890995259
15,KNN,3,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33,f51,f60",0.86,0.8143121529919802
15,KNN,4,"f0,f1,f2,f3,f4,f5,f34,f56,f24,f30,f13,f23,f33,f51,f60",0.86,0.8057751250201647
