subset_k,model,fold,variables_incluidas,acc,gps
6,KNN,1,"f0,f1,f2,f3,f4,f5",0.72,0.72
6,KNN,2,"f0,f1,f2,f3,f4,f5",0.76,0.7594936708860758
6,KNN,3,"f0,f1,f2,f3,f4,f5",0.76,0.7598736176935228
6,KNN,4,"f0,f1,f2,f3,f4,f5",0.79,0.7899734143562475
6,KNN,5,"f0,f1,f2,f3,f4,f5",0.77,0.7692508143322474
6,KNN,6,"f0,f1,f2,f3,f4,f5",0.75,0.7491638795986622
6,KNN,7,"f0,f1,f2,f3,f4,f5",0.77,0.7699701259903884
6,KNN,8,"f0,f1,f2,f3,f4,f5",0.72,0.7193763919821826
6,KNN,9,"f0,f1,f2,f3,f4,f5",0.73,0.7290721649484535
6,KNN,10,"f0,f1,f2,f3,f4,f5",0.72,0.7185929648241207
7,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6",0.82,0.82
7,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6",0.79,0.7899734143562475
7,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6",0.82,0.8199121522693996
7,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6",0.83,0.8298154625497527
7,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6",0.85,0.8498410081262513
7,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6",0.77,0.7685269899359561
7,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6",0.86,0.8599348534201954
7,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6",0.77,0.7685269899359561
7,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6",0.83,0.8298154625497527
7,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6",0.74,0.7377317339149401
7,KNN,1,"f0,f1,f2,f3,f4,f5,f6",0.74,0.7398593834505139
7,KNN,2,"f0,f1,f2,f3,f4,f5,f6",0.76,0.76
7,KNN,3,"f0,f1,f2,f3,f4,f5,f6",0.7,0.7
7,KNN,4,"f0,f1,f2,f3,f4,f5,f6",0.75,0.749699639567481
7,KNN,5,"f0,f1,f2,f3,f4,f5,f6",0.8,0.7995991983967936
7,KNN,6,"f0,f1,f2,f3,f4,f5,f6",0.76,0.7598736176935228
7,KNN,7,"f0,f1,f2,f3,f4,f5,f6",0.77,0.7697308542452217
7,KNN,8,"f0,f1,f2,f3,f4,f5,f6",0.74,0.7394366197183099
7,KNN,9,"f0,f1,f2,f3,f4,f5,f6",0.71,0.7096319277957975
7,KNN,10,"f0,f1,f2,f3,f4,f5,f6",0.69,0.6877828054298641
8,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6,f7",0.82,0.8196480938416422
8,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6,f7",0.81,0.8094117647058824
8,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6,f7",0.83,0.8299795156042896
8,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6,f7",0.86,0.8599348534201954
8,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6,f7",0.87,0.869263668940007
8,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6,f7",0.8,0.7998999499749875
8,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6,f7",0.84,0.8399999999999999
8,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6,f7",0.83,0.8289904254029813
8,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6,f7",0.79,0.7899734143562475
8,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6,f7",0.78,0.7789799072642969
8,KNN,1,"f0,f1,f2,f3,f4,f5,f6,f7",0.79,0.7897604866303385
8,KNN,2,"f0,f1,f2,f3,f4,f5,f6,f7",0.84,0.8396946564885497
8,KNN,3,"f0,f1,f2,f3,f4,f5,f6,f7",0.78,0.779887121600821
8,KNN,4,"f0,f1,f2,f3,f4,f5,f6,f7",0.78,0.779887121600821
8,KNN,5,"f0,f1,f2,f3,f4,f5,f6,f7",0.84,0.8396946564885497
8,KNN,6,"f0,f1,f2,f3,f4,f5,f6,f7",0.78,0.7795477903391571
8,KNN,7,"f0,f1,f2,f3,f4,f5,f6,f7",0.75,0.7491638795986622
8,KNN,8,"f0,f1,f2,f3,f4,f5,f6,f7",0.81,0.8099765403136189
8,KNN,9,"f0,f1,f2,f3,f4,f5,f6,f7",0.73,0.7299630086313194
8,KNN,10,"f0,f1,f2,f3,f4,f5,f6,f7",0.73,0.7299630086313194
9,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.82,0.8192062714355708
9,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.91,0.9099109008909911
9,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.85,0.8495575221238939
9,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.88,0.88
9,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.95,0.9499947362880304
9,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.89,0.8898886514452817
9,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.84,0.8399237732253453
9,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.89,0.8899876390605687
9,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.85,0.8498410081262513
9,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.88,0.8795070743952532
9,KNN,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.78,0.779887121600821
9,KNN,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.87,0.8696253602305475
9,KNN,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.79,0.7893333333333334
9,KNN,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.85,0.8499823508648077
9,KNN,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.9,0.8999555357936861
9,KNN,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.83,0.8294864048338368
9,KNN,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.82,0.8199121522693996
9,KNN,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.85,0.8499823508648077
9,KNN,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.81,0.8099765403136189
9,KNN,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.86,0.8597390493942217
10,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.82,0.8192062714355708
10,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.93,0.929932192444301
10,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.92,0.92
10,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.91,0.9099901088031651
10,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.97,0.9699969068976182
10,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.94,0.9399744572158366
10,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.88,0.8799454297407913
10,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.93,0.929932192444301
10,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.9,0.8999555357936861
10,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.93,0.929932192444301
10,KNN,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.81,0.8097886540600668
10,KNN,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.91,0.9097520661157026
10,KNN,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.88,0.8799454297407913
10,KNN,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.85,0.8499823508648077
10,KNN,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.95,0.9499947362880304
10,KNN,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.87,0.8696253602305475
10,KNN,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.84,0.8399237732253453
10,KNN,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.89,0.8899876390605687
10,KNN,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.85,0.8498410081262513
10,KNN,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.88,0.8799454297407913
11,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.88,0.8795070743952532
11,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.92,0.9198606271777002
11,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.93,0.9299924723088504
11,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.93,0.929932192444301
11,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.97,0.9699969068976182
11,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.94,0.9398976982097187
11,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.94,0.94
11,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.93,0.929932192444301
11,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.9,0.8999555357936861
11,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.9,0.899598393574297
11,KNN,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.88,0.8797814207650272
11,KNN,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.92,0.9198606271777002
11,KNN,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.84,0.8399237732253453
11,KNN,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.9,0.9
11,KNN,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.95,0.949868073878628
11,KNN,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.83,0.8294864048338368
11,KNN,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.9,0.8999555357936861
11,KNN,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.9,0.9
11,KNN,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.85,0.8495575221238939
11,KNN,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.9,0.8998219056099733
12,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.91,0.9099109008909911
12,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.95,0.9499947362880304
12,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.97,0.9699969068976182
12,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.95,0.9499947362880304
12,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.97,0.9699969068976182
12,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.95,0.9499525866610473
12,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.97,0.9699969068976182
12,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.94,0.9399744572158366
12,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.93,0.9299924723088504
12,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.95,0.9499947362880304
12,KNN,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.89,0.8899876390605687
12,KNN,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.94,0.94
12,KNN,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.9,0.8998219056099733
12,KNN,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.91,0.9099901088031651
12,KNN,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.96,0.959983326385994
12,KNN,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.94,0.94
12,KNN,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.95,0.9499525866610473
12,KNN,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.94,0.9399744572158366
12,KNN,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.86,0.8599999999999999
12,KNN,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.94,0.94
13,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.92,0.919965202261853
13,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.95,0.9499947362880304
13,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.96,0.959983326385994
13,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.94,0.94
13,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.97,0.9699969068976182
13,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.95,0.9499525866610473
13,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.97,0.9699969068976182
13,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.94,0.94
13,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.92,0.92
13,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.95,0.9499525866610473
13,KNN,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.9,0.9
13,KNN,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.93,0.9299924723088504
13,KNN,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.94,0.9399744572158366
13,KNN,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.93,0.9299924723088504
13,KNN,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.96,0.9599332220367279
13,KNN,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.94,0.94
13,KNN,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.94,0.9398976982097187
13,KNN,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.92,0.92
13,KNN,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.9,0.9
13,KNN,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.91,0.9099109008909911
14,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.93,0.929932192444301
14,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.96,0.959983326385994
14,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.97,0.9699969068976182
14,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.96,0.959983326385994
14,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.96,0.96
14,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.97,0.9699721390981322
14,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.99,0.9899989897969492
14,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.93,0.9298113207547171
14,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.91,0.9099901088031651
14,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.96,0.959983326385994
14,KNN,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.91,0.9095127610208819
14,KNN,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.92,0.919965202261853
14,KNN,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.92,0.9198606271777002
14,KNN,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.92,0.92
14,KNN,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.95,0.9499525866610473
14,KNN,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.93,0.9299924723088504
14,KNN,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.95,0.9499525866610473
14,KNN,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.92,0.919965202261853
14,KNN,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.92,0.919965202261853
14,KNN,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.9,0.8999555357936861
15,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.94,0.9398976982097187
15,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.96,0.9599332220367279
15,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.96,0.96
15,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.98,0.98
15,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.99,0.9899989897969492
15,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.98,0.9799918334013884
15,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.98,0.9799918334013884
15,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.95,0.949868073878628
15,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.92,0.919965202261853
15,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.97,0.9699969068976182
15,KNN,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.94,0.9398976982097187
15,KNN,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.95,0.9499947362880304
15,KNN,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.96,0.959983326385994
15,KNN,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.93,0.9299924723088504
15,KNN,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.98,0.9799918334013884
15,KNN,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.94,0.9399744572158366
